user_id,event_date,event_type
13,03/02/2022 16:00,feature_C
80,03/02/2022 17:00,feature_B
61,03/02/2022 18:00,login
64,03/02/2022 19:00,feature_A
90,03/02/2022 20:00,feature_C
82,03/02/2022 21:00,feature_A
62,03/02/2022 22:00,feature_B
61,03/02/2022 23:00,feature_B
28,04/02/2022 00:00,feature_B
73,04/02/2022 01:00,feature_A
71,04/02/2022 02:00,login
96,04/02/2022 03:00,feature_A
12,04/02/2022 04:00,feature_C
16,04/02/2022 05:00,feature_C
33,04/02/2022 06:00,feature_A
71,04/02/2022 07:00,feature_C
25,04/02/2022 08:00,feature_C
34,04/02/2022 09:00,feature_B
56,04/02/2022 10:00,feature_A
79,04/02/2022 11:00,feature_C
6,04/02/2022 12:00,feature_B
19,04/02/2022 13:00,feature_C
18,04/02/2022 14:00,login
52,04/02/2022 15:00,feature_C
14,04/02/2022 16:00,feature_B
35,04/02/2022 17:00,feature_C
15,04/02/2022 18:00,feature_C
61,04/02/2022 19:00,feature_B
30,04/02/2022 20:00,feature_B
3,04/02/2022 21:00,login
70,04/02/2022 22:00,feature_B
10,04/02/2022 23:00,login
42,05/02/2022 00:00,feature_C
85,05/02/2022 01:00,login
66,05/02/2022 02:00,feature_A
88,05/02/2022 03:00,feature_A
88,05/02/2022 04:00,feature_B
2,05/02/2022 05:00,feature_A
21,05/02/2022 06:00,login
79,05/02/2022 07:00,feature_C
70,05/02/2022 08:00,login
72,05/02/2022 09:00,login
4,05/02/2022 10:00,feature_C
70,05/02/2022 11:00,login
39,05/02/2022 12:00,feature_C
9,05/02/2022 13:00,feature_C
71,05/02/2022 14:00,feature_B
42,05/02/2022 15:00,login
20,05/02/2022 16:00,login
25,05/02/2022 17:00,feature_B
5,05/02/2022 18:00,feature_A
13,05/02/2022 19:00,feature_B
28,05/02/2022 20:00,login
17,05/02/2022 21:00,feature_B
94,05/02/2022 22:00,feature_B
86,05/02/2022 23:00,feature_C
73,06/02/2022 00:00,feature_A
90,06/02/2022 01:00,feature_C
22,06/02/2022 02:00,feature_B
16,06/02/2022 03:00,login
40,06/02/2022 04:00,feature_B
95,06/02/2022 05:00,feature_C
12,06/02/2022 06:00,login
89,06/02/2022 07:00,login
9,06/02/2022 08:00,feature_C
33,06/02/2022 09:00,feature_B
88,06/02/2022 10:00,login
87,06/02/2022 11:00,feature_C
13,06/02/2022 12:00,feature_C
5,06/02/2022 13:00,feature_B
8,06/02/2022 14:00,feature_A
35,06/02/2022 15:00,feature_B
64,06/02/2022 16:00,feature_B
40,06/02/2022 17:00,login
27,06/02/2022 18:00,feature_B
1,06/02/2022 19:00,feature_C
14,06/02/2022 20:00,feature_B
37,06/02/2022 21:00,feature_A
91,06/02/2022 22:00,feature_A
43,06/02/2022 23:00,feature_A
61,07/02/2022 00:00,feature_C
81,07/02/2022 01:00,feature_B
75,07/02/2022 02:00,feature_C
32,07/02/2022 03:00,login
9,07/02/2022 04:00,login
16,07/02/2022 05:00,login
56,07/02/2022 06:00,feature_C
78,07/02/2022 07:00,feature_A
68,07/02/2022 08:00,login
4,07/02/2022 09:00,feature_A
27,07/02/2022 10:00,feature_A
23,07/02/2022 11:00,feature_B
73,07/02/2022 12:00,feature_B
42,07/02/2022 13:00,feature_C
24,07/02/2022 14:00,login
95,07/02/2022 15:00,feature_C
69,07/02/2022 16:00,feature_C
79,07/02/2022 17:00,feature_C
18,07/02/2022 18:00,login
11,07/02/2022 19:00,feature_A
67,07/02/2022 20:00,feature_C
13,07/02/2022 21:00,feature_C
41,07/02/2022 22:00,feature_B
74,07/02/2022 23:00,login
72,08/02/2022 00:00,feature_A
13,08/02/2022 01:00,feature_C
91,08/02/2022 02:00,feature_A
4,08/02/2022 03:00,login
34,08/02/2022 04:00,login
24,08/02/2022 05:00,feature_C
19,08/02/2022 06:00,feature_B
19,08/02/2022 07:00,feature_A
66,08/02/2022 08:00,login
11,08/02/2022 09:00,feature_B
100,08/02/2022 10:00,feature_B
59,08/02/2022 11:00,feature_B
93,08/02/2022 12:00,feature_B
73,08/02/2022 13:00,feature_A
70,08/02/2022 14:00,feature_C
94,08/02/2022 15:00,feature_C
32,08/02/2022 16:00,login
60,08/02/2022 17:00,feature_A
88,08/02/2022 18:00,feature_C
71,08/02/2022 19:00,login
44,08/02/2022 20:00,feature_B
41,08/02/2022 21:00,feature_C
1,08/02/2022 22:00,feature_A
35,08/02/2022 23:00,login
90,09/02/2022 00:00,feature_B
84,09/02/2022 01:00,login
99,09/02/2022 02:00,feature_A
95,09/02/2022 03:00,feature_A
61,09/02/2022 04:00,feature_C
55,09/02/2022 05:00,feature_C
88,09/02/2022 06:00,login
100,09/02/2022 07:00,feature_B
24,09/02/2022 08:00,feature_B
72,09/02/2022 09:00,feature_C
59,09/02/2022 10:00,feature_B
2,09/02/2022 11:00,login
21,09/02/2022 12:00,login
14,09/02/2022 13:00,feature_A
98,09/02/2022 14:00,login
25,09/02/2022 15:00,feature_A
5,09/02/2022 16:00,feature_A
44,09/02/2022 17:00,login
98,09/02/2022 18:00,feature_C
61,09/02/2022 19:00,feature_A
90,09/02/2022 20:00,feature_B
12,09/02/2022 21:00,feature_B
53,09/02/2022 22:00,feature_B
49,09/02/2022 23:00,feature_B
82,10/02/2022 00:00,feature_A
11,10/02/2022 01:00,feature_C
89,10/02/2022 02:00,feature_A
78,10/02/2022 03:00,feature_A
50,10/02/2022 04:00,login
64,10/02/2022 05:00,feature_A
3,10/02/2022 06:00,login
30,10/02/2022 07:00,feature_B
55,10/02/2022 08:00,login
88,10/02/2022 09:00,feature_B
87,10/02/2022 10:00,feature_C
3,10/02/2022 11:00,login
70,10/02/2022 12:00,login
75,10/02/2022 13:00,login
35,10/02/2022 14:00,login
76,10/02/2022 15:00,feature_C
71,10/02/2022 16:00,feature_C
26,10/02/2022 17:00,feature_C
93,10/02/2022 18:00,feature_A
50,10/02/2022 19:00,feature_A
50,10/02/2022 20:00,feature_A
97,10/02/2022 21:00,login
72,10/02/2022 22:00,feature_B
71,10/02/2022 23:00,feature_A
52,11/02/2022 00:00,feature_B
62,11/02/2022 01:00,feature_A
15,11/02/2022 02:00,feature_B
11,11/02/2022 03:00,feature_B
52,11/02/2022 04:00,feature_B
12,11/02/2022 05:00,feature_B
91,11/02/2022 06:00,feature_C
5,11/02/2022 07:00,feature_B
20,11/02/2022 08:00,login
83,11/02/2022 09:00,feature_B
42,11/02/2022 10:00,feature_B
69,11/02/2022 11:00,feature_A
42,11/02/2022 12:00,feature_C
91,11/02/2022 13:00,login
74,11/02/2022 14:00,feature_C
39,11/02/2022 15:00,login
